city,region,city_type,year,month,season,avg_temperature_c,humidity_pct,population,population_density_per_km2,gdp_per_capita_usd,industrialization_level,industrial_zones_count,num_subscribers,renewable_energy_pct,grid_loss_pct,smart_meter_adoption_pct,peak_demand_hour,monthly_consumption_gwh,avg_wind_speed_kmh,monthly_rainfall_mm,electricity_price_tl_kwh,co2_emission_tons,avg_daily_sunshine_hours,infrastructure_score
Kayseri,Central Anatolia,Large City,2019,1,Winter,-2.49,73.57,1441523,297.95,12464.98,Medium,5.0,446200.0,16.63,6.46,37.83,21:00,1.1031,"7,3",18.0 mm,₺1.96,"272,367",  9.7  ,63%
Erzurum,Eastern Anatolia,Medium City,2022,4,Spring,10.21,79.83,762321,200.97,8358.02,Low,1.0,257869.0,24.06,19.24,16.67,08:00,0.3238,"24,6",15.9 mm,₺0.98,"780,488",  4.1  ,30%
Istanbul,Marmara,Megacity,2018,3,Spring,17.39,64.34,15840900,9326.21,16606.01,High,41.0,5962712.0,29.15,19.9,63.9,10:00,8.123,"26,3",29.1 mm,₺2.39,"406,368",  8.5  ,80%
Afyonkarahisar,Aegean,Small City,2016,3,Spring,20.24,79.01,734000,451.77,9301.44,Low,2.0,206654.0,32.02,9.23,17.49,08:00,0.2621,"55,4",291.9 mm,₺1.88,"537,498",  9.3  ,90%
Antalya,Mediterranean,Large City,2018,5,Spring,23.17,66.64,2619832,3772.73,9333.07,Low,8.0,773239.0,,18.6,35.0,09:00,0.9206,"30,3",116.7 mm,₺1.53,"470,999",  5.9  ,64%
Sivas,Central Anatolia,Medium City,2016,2,Winter,-4.69,83.88,634149,353.85,12312.38,Low,1.0,202995.0,20.07,6.17,48.61,08:00,0.3294,"38,2",167.3 mm,₺0.58,"774,219",  4.9  ,95%
Antalya,Mediterranean,Large City,2020,8,Summer,38.87,73.82,2619832,634.99,,Low,6.0,864386.0,31.45,12.03,18.33,21:00,1.3673,"52,3",102.0 mm,₺2.04,"737,949",  5.7  ,64%
Manisa,Aegean,Medium City,2020,4,Spring,19.05,64.23,1452881,811.91,13849.75,Medium,4.0,410578.0,39.46,7.46,15.85,20:00,0.6734,"71,5",51.6 mm,₺0.7,"78,499",  7.2  ,88%
Tekirdag,Marmara,Medium City,2021,7,Summer,30.81,48.9,1085000,708.25,10972.65,Medium,3.0,392912.0,11.46,,51.38,21:00,0.7962,"12,1",143.8 mm,₺1.76,"897,494",  9.5  ,37%
Kocaeli,Marmara,Large City,2018,5,Spring,15.94,63.77,2031963,417.5,18069.12,High,6.0,642057.0,34.1,14.45,36.38,10:00,1.1326,"58,0",281.2 mm,₺1.81,"122,609",  4.9  ,34%
Konya,Central Anatolia,Large City,2015,12,Winter,-3.04,54.7,2320259,593.99,15454.41,Medium,7.0,791858.0,17.59,13.53,54.88,18:00,1.3906,"16,1",,₺2.42,"257,194",  10.6  ,78%
Balıkesir,Marmara,Medium City,2020,12,Winter,,72.81,1264958,503.33,8222.66,Low,,429737.0,24.28,9.38,56.63,19:00,0.8201,"54,5",11.6 mm,₺2.11,"423,458",,97%
Antalya,Mediterranean,Large City,2023,12,Winter,7.97,61.63,2619832,596.74,10782.59,Low,,907015.0,41.26,13.57,45.35,19:00,1.6617,"24,9",102.6 mm,₺1.58,"742,717",  2.6  ,98%
Konya,Central Anatolia,Large City,2023,2,Winter,-2.23,60.74,2320259,998.87,11644.39,Medium,7.0,809301.0,15.56,8.38,32.69,09:00,1.8539,"37,5",62.8 mm,₺1.75,"398,010",  9.6  ,
Mardin,Southeastern Anatolia,Small City,2015,1,Winter,5.79,67.12,833645,1440.61,9449.48,Low,3.0,279955.0,17.38,16.36,24.85,10:00,0.4481,"15,1",128.4 mm,₺0.53,"218,132",  9.4  ,93%
Hatay,Mediterranean,Large City,2021,6,Summer,38.43,55.02,1609856,2975.73,7761.83,Low,5.0,464007.0,40.2,12.66,50.09,18:00,0.9298,"37,9",170.4 mm,₺2.15,"879,496",  6.9  ,93%
Van,Eastern Anatolia,Medium City,2015,9,Autumn,7.5,50.49,1126384,364.16,9011.1,Low,2.0,333551.0,25.16,10.77,63.34,10:00,0.4369,"66,8",158.3 mm,₺0.6,"303,726",  10.0  ,57%
Bursa,Marmara,Large City,2020,5,Spring,17.13,41.39,3056120,1696.34,17835.59,High,10.0,1086821.0,11.4,5.35,39.8,10:00,1.8018,"49,6",34.3 mm,₺1.65,"363,605",,52%
Antalya,Mediterranean,Large City,2016,8,Summer,39.13,64.08,2619832,1085.06,10247.73,Low,7.0,782555.0,16.2,16.54,31.04,21:00,1.1621,"80,0",269.3 mm,₺1.66,"872,008",  10.5  ,54%
Antalya,Mediterranean,Large City,2022,4,Spring,23.28,,2619832,1194.48,9474.02,Low,8.0,826285.0,28.23,12.42,30.15,18:00,0.978,"6,7",172.1 mm,₺1.12,"115,399",  3.9  ,95%
Mugla,Aegean,Medium City,2021,10,Autumn,17.35,,1012321,399.63,8573.96,Low,2.0,305341.0,39.39,16.42,41.45,10:00,0.4075,"33,7",205.1 mm,₺1.7,"156,114",  8.8  ,60%
Afyonkarahisar,Aegean,Small City,2022,10,Autumn,20.93,68.52,734000,458.36,8469.27,Low,1.0,219979.0,,10.08,72.49,21:00,0.3116,"25,8",36.6 mm,₺1.7,"296,117",  9.1  ,42%
Denizli,Aegean,Medium City,2019,1,Winter,7.92,67.13,1062840,217.57,12727.55,Medium,4.0,374685.0,5.99,15.45,,18:00,0.7728,"10,3",123.5 mm,₺0.79,"223,267",  10.4  ,35%
Mardin,Southeastern Anatolia,Small City,2015,2,Winter,4.54,45.97,833645,787.21,9948.17,Low,4.0,289306.0,37.86,5.62,71.85,19:00,0.4149,"53,5",17.4 mm,₺2.1,"260,709",  4.2  ,
Samsun,Black Sea,Large City,2016,1,Winter,-0.92,84.1,1361505,767.07,7242.3,Low,4.0,434245.0,31.8,5.62,52.03,10:00,0.6283,"77,9",271.7 mm,,"233,956",  5.2  ,35%
Canakkale,Marmara,Small City,2019,8,Summer,33.29,41.22,542000,120.86,6127.3,Low,1.0,,,19.93,10.28,18:00,0.0822,"64,0",50.8 mm,,"120,764",  10.1  ,60%
Canakkale,Marmara,Small City,2019,1,Winter,-0.74,68.48,542000,568.09,11329.87,Low,2.0,199166.0,19.69,7.74,67.53,18:00,0.317,"69,2",108.7 mm,₺2.19,,  6.0  ,54%
Tekirdag,Marmara,Medium City,2021,6,Summer,30.66,56.52,1085000,414.3,13256.06,Medium,2.0,330183.0,20.64,8.67,47.24,08:00,0.7475,"77,6",28.2 mm,,"81,027",  3.7  ,92%
Mardin,Southeastern Anatolia,Small City,2017,6,Summer,34.59,59.13,833645,212.07,5481.83,Low,4.0,316014.0,12.45,10.76,27.54,18:00,0.3842,"51,4",86.7 mm,₺2.37,"37,344",  10.1  ,39%
Istanbul,Marmara,Megacity,2022,2,Winter,2.54,68.37,15840900,5538.64,15606.39,High,41.0,5355823.0,32.02,10.65,43.49,21:00,13.0638,"77,9",148.4 mm,₺1.15,"192,308",  10.3  ,63%
Istanbul,Marmara,Megacity,2020,4,Spring,20.17,67.87,15840900,25444.49,15188.92,High,40.0,4799508.0,18.26,14.86,16.82,18:00,11.0628,"53,6",279.4 mm,₺0.68,"15,091",  2.1  ,77%
Izmir,Aegean,Megacity,2020,8,Summer,39.97,67.03,4394694,4151.88,19878.92,High,11.0,1625313.0,33.3,15.68,47.87,08:00,3.7317,"20,5",205.7 mm,₺1.17,"571,367",  8.1  ,69%
Eskisehir,Central Anatolia,Medium City,2017,11,Autumn,9.8,71.43,882456,318.73,13396.05,Medium,2.0,301219.0,20.41,5.05,11.94,21:00,0.426,,278.7 mm,₺1.99,"332,365",  8.3  ,97%
Mersin,Mediterranean,Large City,2017,7,Summer,37.13,73.74,1936586,669.85,12781.93,Medium,4.0,632280.0,14.35,8.4,10.57,21:00,1.2579,"46,0",110.2 mm,₺1.35,"108,171",  6.7  ,63%
Mersin,Mediterranean,Large City,2015,8,Summer,39.89,72.56,1936586,3717.41,14811.94,Medium,4.0,586313.0,13.23,10.09,25.92,08:00,1.1284,"40,8",297.8 mm,₺1.24,"648,354",  7.1  ,39%
Malatya,Eastern Anatolia,Medium City,2015,10,Autumn,5.56,,781118,185.15,9402.86,Low,2.0,241198.0,16.35,,50.49,10:00,0.3088,"43,9",,₺0.84,"257,308",  8.8  ,33%
Konya,Central Anatolia,Large City,2023,4,Spring,14.06,61.61,2320259,1257.45,13222.0,Medium,7.0,757946.0,19.19,,74.65,10:00,1.1943,"78,7",244.8 mm,₺1.05,"727,030",  7.7  ,99%
Istanbul,Marmara,Megacity,2015,4,Spring,18.07,61.04,15840900,4405.7,17950.76,High,40.0,5992118.0,41.14,6.57,65.92,10:00,8.6334,"66,2",144.2 mm,₺2.29,"760,336",  8.3  ,47%
Afyonkarahisar,Aegean,Small City,2019,9,Autumn,19.14,54.06,734000,270.67,7773.63,Low,2.0,224201.0,21.01,16.1,55.41,19:00,0.2943,"16,3",66.4 mm,₺1.77,"101,769",  3.5  ,92%
Ankara,Central Anatolia,Megacity,2018,4,Spring,12.89,75.93,5639076,4091.37,18463.56,High,15.0,1853231.0,13.4,16.64,,19:00,3.3513,"9,5",12.9 mm,₺1.23,"392,846",  5.0  ,73%
Diyarbakir,Southeastern Anatolia,Large City,2021,12,Winter,7.77,76.29,1801268,933.8,7182.24,Low,4.0,560576.0,22.7,12.41,41.31,10:00,1.2116,"67,6",236.8 mm,₺2.34,"591,126",  10.1  ,77%
Denizli,Aegean,Medium City,2020,2,Winter,5.66,75.83,1062840,659.6,10656.01,Medium,4.0,331409.0,30.26,13.95,39.34,09:00,0.7917,"57,3",38.5 mm,₺2.15,,  2.9  ,77%
Mardin,Southeastern Anatolia,Small City,2019,7,Summer,37.15,66.99,833645,233.41,8673.55,Low,2.0,279296.0,9.14,17.56,54.91,09:00,0.4198,"70,3",33.7 mm,₺0.74,"842,865",  8.2  ,
Van,Eastern Anatolia,Medium City,2021,5,Spring,8.19,76.62,1126384,1018.75,7100.4,Low,4.0,362707.0,43.8,8.84,22.79,20:00,0.4568,"39,1",,₺0.51,"581,981",  3.2  ,44%
Antalya,Mediterranean,Large City,2016,1,Winter,9.09,76.94,2619832,552.48,9299.72,Low,7.0,841190.0,25.93,15.5,46.44,18:00,1.4221,"35,7",83.1 mm,₺2.12,"279,577",  5.4  ,58%
Balıkesir,Marmara,Medium City,2015,1,Winter,-2.75,54.32,1264958,435.56,7735.25,Low,3.0,390701.0,,5.75,38.99,08:00,0.6921,"5,6",183.8 mm,₺1.28,,  8.5  ,90%
Balıkesir,Marmara,Medium City,2018,7,Summer,29.63,42.28,1264958,429.98,7271.15,Low,5.0,358734.0,8.76,13.67,,10:00,0.5899,"47,0",74.9 mm,₺2.33,"643,648",  2.8  ,67%
Trabzon,Black Sea,Medium City,2022,10,Autumn,14.86,80.06,811874,490.03,9571.87,Low,2.0,298842.0,34.52,13.96,13.22,18:00,0.3479,"17,0",248.1 mm,₺0.97,"351,259",  7.9  ,81%
Kocaeli,Marmara,Large City,2021,2,Winter,0.02,52.2,2031963,423.68,20474.68,High,,648382.0,13.7,10.5,73.47,18:00,1.7374,"44,7",194.9 mm,₺1.39,"198,242",  5.8  ,59%
Sivas,Central Anatolia,Medium City,2015,6,Summer,28.49,65.81,634149,847.56,7845.61,Low,2.0,234260.0,33.82,12.5,69.79,21:00,0.3253,"46,6",201.9 mm,₺2.33,"172,038",  9.8  ,99%
Mersin,Mediterranean,Large City,2018,7,Summer,40.67,67.99,1936586,2741.58,14452.94,Medium,6.0,691151.0,23.37,17.63,14.31,08:00,1.2953,"27,2",119.9 mm,₺0.84,,  7.6  ,
Bursa,Marmara,Large City,2021,5,Spring,16.89,62.39,3056120,3397.65,18401.91,High,8.0,1065275.0,40.94,18.44,65.83,19:00,1.7891,"31,5",63.8 mm,,"189,024",  8.6  ,71%
Denizli,Aegean,Medium City,2022,11,Autumn,20.2,55.01,1062840,318.59,12121.28,Medium,2.0,381281.0,40.81,15.0,39.53,19:00,0.5892,"47,4",178.6 mm,₺2.37,"55,101",  10.0  ,41%
Hatay,Mediterranean,Large City,2016,8,Summer,40.72,80.96,1609856,3136.88,,Low,6.0,494906.0,16.42,19.96,39.44,08:00,1.0143,"58,1",206.9 mm,₺2.18,"254,409",  6.7  ,
Bursa,Marmara,Large City,2021,3,Spring,19.41,66.61,3056120,1581.64,17018.69,High,9.0,964562.0,15.3,10.72,34.2,09:00,1.6868,"63,3",68.2 mm,₺2.32,"83,246",  2.3  ,85%
Sivas,Central Anatolia,Medium City,2019,4,Spring,14.71,66.84,634149,146.48,10330.83,Low,1.0,188802.0,35.39,7.89,33.54,10:00,0.2713,"78,4",84.2 mm,₺1.3,"163,007",  10.8  ,81%
Samsun,Black Sea,Large City,2022,5,Spring,16.35,41.16,1361505,317.74,7594.32,Low,5.0,463958.0,25.97,,73.92,18:00,0.5628,"37,8",32.0 mm,₺2.2,"248,019",  2.3  ,55%
Bursa,Marmara,Large City,2021,10,Autumn,,65.96,3056120,2364.62,19613.39,High,10.0,976270.0,6.92,17.0,20.37,20:00,2.0001,"39,3",97.5 mm,₺1.43,"44,195",  9.8  ,62%
Samsun,Black Sea,Large City,2020,12,Winter,3.04,56.69,1361505,520.27,9429.58,Low,3.0,470922.0,5.29,19.82,33.75,08:00,0.7543,"11,5",33.9 mm,,"727,101",  10.1  ,40%
Balıkesir,Marmara,Medium City,2017,2,Winter,1.25,60.61,1264958,276.35,10254.56,Low,4.0,404816.0,27.44,9.5,54.84,09:00,0.665,"31,4",242.4 mm,₺1.87,"164,125",  6.1  ,66%
Bursa,Marmara,Large City,2022,12,Winter,4.51,55.97,3056120,933.62,20359.53,High,9.0,926247.0,33.11,6.0,69.52,10:00,3.0049,"40,4",278.9 mm,₺2.11,"846,551",  7.8  ,52%
Eskisehir,Central Anatolia,Medium City,2019,10,Autumn,15.05,73.17,882456,422.21,12833.6,Medium,4.0,263688.0,29.81,9.16,40.14,20:00,0.4685,"66,4",244.2 mm,₺1.31,"183,390",  5.1  ,76%
Afyonkarahisar,Aegean,Small City,2018,6,Summer,33.73,42.6,734000,439.24,10783.52,Low,3.0,249359.0,13.65,12.77,44.13,20:00,0.332,"10,5",219.4 mm,₺1.14,"574,005",  5.7  ,71%
Samsun,Black Sea,Large City,2022,7,Summer,29.99,67.78,1361505,300.58,9089.62,Low,3.0,474689.0,37.22,19.19,57.59,19:00,0.764,"16,5",73.2 mm,₺0.94,"51,381",  7.1  ,80%
Ankara,Central Anatolia,Megacity,2022,3,Spring,16.37,51.81,5639076,7905.69,18978.23,High,17.0,1609061.0,30.35,8.33,49.98,21:00,3.561,"8,4",183.1 mm,₺2.3,"238,538",,40%
Diyarbakir,Southeastern Anatolia,Large City,2017,3,Spring,23.63,75.26,1801268,738.26,11346.86,Low,4.0,639718.0,5.31,10.16,72.43,19:00,0.6297,"39,2",234.8 mm,₺0.97,"728,296",  4.2  ,68%
Eskisehir,Central Anatolia,Medium City,2019,3,Spring,13.55,,882456,298.95,12946.54,Medium,2.0,279908.0,7.29,15.78,22.96,18:00,0.3905,"19,2",167.4 mm,₺0.56,"565,233",  10.2  ,80%
Afyonkarahisar,Aegean,Small City,2021,3,Spring,21.52,58.06,734000,1420.13,,Low,1.0,225707.0,41.68,12.02,19.22,20:00,0.2729,"71,1",144.5 mm,₺2.18,"514,035",  4.7  ,31%
Konya,Central Anatolia,Large City,2022,8,Summer,29.96,65.88,2320259,560.03,12891.76,Medium,7.0,777518.0,27.29,,17.22,19:00,1.6732,"57,1",36.1 mm,₺1.91,"523,353",  3.9  ,91%
Kahramanmaras,Mediterranean,Medium City,2018,7,Summer,38.18,42.62,1178234,658.24,6043.8,Low,2.0,429827.0,13.4,9.43,34.73,21:00,0.6739,"76,8",149.6 mm,₺1.77,"186,712",  7.5  ,71%
Manisa,Aegean,Medium City,2023,3,Spring,24.91,72.12,1452881,653.49,13840.87,Medium,4.0,548506.0,42.97,5.49,66.59,08:00,0.7575,"65,1",298.0 mm,₺1.92,"186,830",  11.7  ,56%
Samsun,Black Sea,Large City,2020,7,Summer,28.61,47.6,1361505,1227.85,10240.22,Low,4.0,460014.0,11.14,5.88,51.32,10:00,0.807,"34,3",191.5 mm,₺2.02,"365,574",  11.6  ,56%
Antalya,Mediterranean,Large City,2016,8,Summer,37.03,76.0,2619832,671.04,9656.73,Low,6.0,751755.0,5.72,8.24,47.08,09:00,1.4254,"6,9",11.1 mm,₺1.97,"240,380",  11.2  ,46%
Gaziantep,Southeastern Anatolia,Large City,2016,8,Summer,36.1,64.1,2101263,586.8,19712.84,High,7.0,756294.0,35.84,7.5,40.48,10:00,1.5856,"36,3",261.8 mm,₺0.75,"317,296",  2.9  ,66%
Adana,Mediterranean,Large City,2015,4,Spring,23.49,83.61,2237940,628.37,14719.76,High,8.0,655547.0,,18.24,,08:00,1.1665,"30,1",127.7 mm,₺1.25,"612,807",,64%
Samsun,Black Sea,Large City,2020,10,Autumn,9.21,40.35,1361505,529.46,11263.7,Low,4.0,385354.0,13.44,17.62,,08:00,0.5967,"44,8",218.0 mm,₺1.42,"222,253",  4.3  ,53%
Van,Eastern Anatolia,Medium City,2023,8,Summer,19.67,76.7,1126384,629.44,11014.19,Low,2.0,426807.0,38.65,8.1,68.51,21:00,0.6679,"39,4",10.9 mm,₺1.92,"593,127",  9.8  ,
Sakarya,Marmara,Medium City,2016,8,Summer,33.65,59.42,1003000,257.16,12172.49,Medium,2.0,305955.0,31.86,17.64,67.74,20:00,0.5716,"39,5",222.9 mm,₺0.68,"63,367",  3.2  ,73%
Trabzon,Black Sea,Medium City,2017,7,Summer,,,811874,626.4,9048.63,Low,3.0,271853.0,,15.02,62.25,08:00,0.4446,"30,1",127.8 mm,₺0.58,"796,295",  9.2  ,53%
Adana,Mediterranean,Large City,2020,7,Summer,39.57,56.41,2237940,895.18,18208.2,High,8.0,640597.0,37.15,12.63,34.96,18:00,2.0202,"63,0",295.7 mm,₺0.54,"705,325",  6.7  ,87%
Erzurum,Eastern Anatolia,Medium City,2023,4,Spring,7.38,79.22,762321,163.22,5656.98,Low,1.0,253959.0,23.48,11.43,27.78,20:00,0.3666,"53,1",198.8 mm,₺0.88,"485,778",  3.9  ,81%
Ankara,Central Anatolia,Megacity,2017,8,Summer,29.03,50.86,5639076,9095.12,20635.36,High,17.0,1687056.0,9.69,11.1,31.98,,4.189,"34,7",130.1 mm,₺1.49,"519,740",  9.1  ,83%
Manisa,Aegean,Medium City,2022,1,Winter,1.97,60.81,1452881,337.88,15050.31,Medium,3.0,,7.49,7.22,54.67,09:00,1.0425,"22,8",200.4 mm,₺1.5,"234,214",  10.5  ,42%
Istanbul,Marmara,Megacity,2021,3,Spring,15.75,,15840900,3642.54,16905.95,High,40.0,5128221.0,30.06,6.98,23.28,20:00,8.6935,,48.8 mm,₺2.09,"389,183",  11.0  ,62%
Kayseri,Central Anatolia,Large City,2020,2,Winter,-3.57,43.75,1441523,414.7,,Medium,4.0,521952.0,23.23,15.59,25.36,08:00,1.0997,"68,4",237.1 mm,₺2.15,"153,639",  11.9  ,
Ankara,Central Anatolia,Megacity,2018,7,Summer,26.19,68.49,5639076,1989.0,19266.66,High,15.0,1815089.0,12.01,18.72,34.9,19:00,4.3583,"16,8",94.4 mm,₺1.96,"498,424",  7.2  ,79%
Sivas,Central Anatolia,Medium City,2015,2,Winter,-0.1,40.21,634149,141.83,,Low,3.0,186218.0,27.65,16.45,24.86,20:00,0.2707,"79,5",224.7 mm,₺1.94,"681,570",  10.5  ,33%
Denizli,Aegean,Medium City,2021,6,Summer,33.33,66.36,1062840,234.29,13165.82,Medium,2.0,373563.0,30.95,9.73,73.38,21:00,0.6298,"79,6",48.2 mm,₺0.75,"783,995",  11.2  ,51%
Kayseri,Central Anatolia,Large City,2023,9,Autumn,,67.43,1441523,664.53,12278.39,Medium,4.0,521367.0,18.01,15.69,21.8,10:00,0.8516,"31,0",235.4 mm,₺2.33,"814,721",  5.8  ,38%
Balıkesir,Marmara,Medium City,2015,6,Summer,31.01,,1264958,379.57,9253.55,Low,5.0,404584.0,19.27,7.1,42.15,19:00,0.6295,"15,5",160.3 mm,₺0.67,"555,791",  9.5  ,61%
Ankara,Central Anatolia,Megacity,2019,9,Autumn,12.46,84.32,5639076,2152.88,16356.9,High,16.0,1861751.0,43.72,11.7,26.03,08:00,3.5543,"24,2",245.2 mm,,,  3.6  ,35%
Samsun,Black Sea,Large City,2016,6,Summer,32.87,40.36,1361505,2477.14,7385.75,Low,5.0,405776.0,26.06,10.94,64.7,19:00,0.7008,"44,2",284.1 mm,₺1.18,"187,063",  4.2  ,33%
Gaziantep,Southeastern Anatolia,Large City,2022,11,Autumn,19.16,55.0,2101263,662.39,18910.06,High,6.0,715422.0,25.42,10.72,55.54,09:00,1.3204,"49,1",136.6 mm,₺1.88,"667,972",  4.6  ,84%
Tekirdag,Marmara,Medium City,2023,11,Autumn,14.4,75.48,1085000,1933.14,13666.26,Medium,2.0,311335.0,31.39,13.45,48.73,09:00,0.5964,"53,0",207.5 mm,₺0.99,"140,419",  6.6  ,36%
Afyonkarahisar,Aegean,Small City,2023,8,Summer,36.93,59.85,734000,163.41,11259.44,Low,,219159.0,9.09,9.26,45.99,21:00,0.4742,"38,7",31.3 mm,₺2.49,"210,197",  4.0  ,82%
Diyarbakir,Southeastern Anatolia,Large City,2015,8,Summer,36.87,41.69,1801268,453.0,8911.38,Low,6.0,658065.0,42.62,8.91,66.13,21:00,0.929,"25,3",155.1 mm,₺2.43,"836,369",  5.5  ,77%
Antalya,Mediterranean,Large City,2018,11,Autumn,23.15,67.44,2619832,535.59,10216.96,Low,7.0,937817.0,44.87,9.17,47.79,09:00,0.9428,"58,6",187.4 mm,₺0.94,"84,575",  3.2  ,67%
Diyarbakir,Southeastern Anatolia,Large City,2015,8,Summer,37.4,63.45,1801268,662.72,8182.68,Low,6.0,610395.0,31.49,19.35,,21:00,1.0656,"37,3",149.4 mm,₺2.41,,  6.4  ,63%
Antalya,Mediterranean,Large City,2018,3,Spring,26.23,44.55,2619832,2259.02,11036.82,Low,8.0,837469.0,22.04,8.34,67.97,18:00,0.8732,"28,0",67.8 mm,₺0.89,"640,022",  8.0  ,47%
Kahramanmaras,Mediterranean,Medium City,2018,12,Winter,7.41,83.58,1178234,254.47,10580.6,Low,4.0,404611.0,,5.1,58.03,18:00,0.7191,"72,2",207.4 mm,₺1.58,"695,538",  8.5  ,98%
Sakarya,Marmara,Medium City,2017,11,Autumn,11.87,,1003000,221.76,14946.63,Medium,4.0,301102.0,44.34,7.11,21.97,20:00,0.4393,"7,2",278.8 mm,₺1.61,"291,123",  3.9  ,88%
Samsun,Black Sea,Large City,2019,9,Autumn,10.09,50.71,1361505,293.54,7189.9,Low,3.0,407042.0,40.77,8.47,24.83,,0.5705,"53,8",232.5 mm,₺0.5,"547,544",,99%
Kahramanmaras,Mediterranean,Medium City,2023,8,Summer,35.56,71.61,1178234,275.71,5994.7,Low,4.0,362449.0,40.52,16.54,25.7,09:00,0.7051,"72,1",234.3 mm,,"170,456",  9.4  ,
Adana,Mediterranean,Large City,2019,1,Winter,12.13,64.7,2237940,570.75,15082.59,High,7.0,683610.0,17.89,17.15,54.3,08:00,1.8445,"42,4",248.8 mm,₺1.8,"470,236",,69%
Denizli,Aegean,Medium City,2023,11,Autumn,19.43,66.5,1062840,345.44,12420.97,Medium,4.0,390809.0,17.21,6.55,34.16,20:00,0.5973,"27,8",145.8 mm,₺1.57,"359,458",  9.8  ,94%
Trabzon,Black Sea,Medium City,2018,9,Autumn,15.18,57.67,811874,788.68,9429.92,Low,4.0,299692.0,41.88,18.74,67.54,10:00,0.3453,"50,3",199.5 mm,₺2.24,"836,850",  3.6  ,
Samsun,Black Sea,Large City,2023,2,Winter,2.65,50.66,1361505,612.36,7762.83,Low,5.0,397769.0,8.3,17.63,41.42,20:00,0.6981,"24,7",202.8 mm,₺1.3,"77,848",  9.4  ,86%
Balıkesir,Marmara,Medium City,2018,1,Winter,0.84,,1264958,647.34,11573.63,Low,3.0,440960.0,20.9,12.2,11.13,19:00,0.7688,"52,8",235.7 mm,₺0.99,"760,042",  7.7  ,74%
Diyarbakir,Southeastern Anatolia,Large City,2019,2,Winter,9.84,50.81,1801268,755.88,4669.92,Low,4.0,536530.0,6.61,8.02,,09:00,0.777,"22,6",267.8 mm,₺2.17,,  2.4  ,82%
Canakkale,Marmara,Small City,2020,9,Autumn,18.5,84.65,542000,236.84,5496.74,Low,1.0,191836.0,38.88,8.7,,08:00,0.2548,"46,7",269.6 mm,₺1.11,"319,565",  4.0  ,68%
Bursa,Marmara,Large City,2017,6,Summer,27.23,78.52,3056120,1362.8,17278.39,High,8.0,1076423.0,38.61,17.36,65.57,08:00,2.177,"5,3",237.1 mm,₺1.12,"807,534",  9.9  ,48%
Trabzon,Black Sea,Medium City,2019,12,Winter,,76.14,811874,299.04,7686.96,Low,2.0,291955.0,44.68,6.96,35.66,19:00,0.4651,"74,2",121.1 mm,₺2.14,"592,227",,56%
Bursa,Marmara,Large City,2018,2,Winter,-3.04,70.22,3056120,1032.77,18827.83,High,,989585.0,6.95,17.66,32.26,19:00,2.7668,"61,5",152.4 mm,₺1.53,"696,365",  2.4  ,41%
Mersin,Mediterranean,Large City,2018,3,Spring,23.15,77.46,1936586,2046.32,16178.86,Medium,5.0,589746.0,10.57,5.05,55.8,10:00,0.7928,"30,5",269.3 mm,₺1.23,"387,401",  3.4  ,31%
Mugla,Aegean,Medium City,2015,11,Autumn,23.28,49.91,1012321,221.03,8132.65,Low,,284415.0,30.03,13.16,35.46,18:00,0.3674,"66,9",38.7 mm,₺1.15,"152,612",  7.7  ,61%
Afyonkarahisar,Aegean,Small City,2022,12,Winter,4.08,40.01,734000,963.59,11296.13,Low,3.0,262827.0,11.08,5.92,39.89,20:00,0.4959,"23,0",243.5 mm,₺2.49,"443,440",  6.0  ,33%
Canakkale,Marmara,Small City,2019,5,Spring,22.1,63.68,542000,190.79,10227.28,Low,2.0,195334.0,33.56,17.34,45.91,10:00,0.2173,"78,5",173.8 mm,₺1.43,"401,284",  6.7  ,69%
Diyarbakir,Southeastern Anatolia,Large City,2016,7,Summer,35.43,43.16,1801268,448.69,10125.74,Low,5.0,555858.0,18.48,14.3,69.62,21:00,0.8905,"14,7",163.2 mm,₺0.53,"194,163",  7.9  ,69%
Afyonkarahisar,Aegean,Small City,2020,4,Spring,22.56,55.24,734000,370.41,7808.74,Low,2.0,225061.0,20.48,19.47,31.84,18:00,0.2778,"14,9",138.7 mm,,"452,809",  8.1  ,92%
Mardin,Southeastern Anatolia,Small City,2022,8,Summer,38.39,73.83,833645,226.99,7113.2,Low,4.0,304989.0,42.83,9.69,18.56,09:00,0.5073,"52,4",169.1 mm,₺0.79,"8,428",,82%
Van,Eastern Anatolia,Medium City,2019,1,Winter,-4.69,84.14,1126384,2218.33,8542.53,Low,3.0,373704.0,25.87,13.09,10.57,20:00,0.6073,"43,3",22.9 mm,₺1.85,"451,399",,38%
Bursa,Marmara,Large City,2021,1,Winter,,55.18,3056120,850.97,16111.27,High,9.0,923824.0,6.81,13.79,72.41,08:00,3.0075,"30,3",150.1 mm,₺0.95,"247,190",  7.8  ,94%
Kahramanmaras,Mediterranean,Medium City,2016,7,Summer,,46.26,1178234,1218.6,11417.92,Low,4.0,439969.0,18.39,10.69,23.85,19:00,0.6083,"34,5",,₺1.61,"5,499",  9.9  ,74%
Denizli,Aegean,Medium City,2022,6,Summer,35.04,41.92,1062840,272.77,14037.6,Medium,4.0,317309.0,38.56,14.6,66.52,19:00,0.7288,"77,0",225.5 mm,₺1.19,"730,164",  8.3  ,53%
